Q_TotalDuration,Q1.1,Q1.1_TEXT,Q1.2,Q1.3,Q1.4,Q1.5,Q1.6,Q7.1_1,Q7.1_2,Q7.1_3,Q7.1_4,Q7.1_5,Q7.1_6,Q7.1_7,Q7.1_8,Q7.2_1,Q7.2_2,Q7.2_3,Q7.2_4,Q7.2_5,Q7.2_6,Q7.2_7,Q7.2_8,Q14.1,Q14.2,Q14.3,Q14.4_1,Q14.4_2,Q14.4_3,Q14.4_4,Q14.4_5,Q14.4_6,Q14.4_7,Q14.5_1,Q14.5_2,Q14.5_3,Q14.5_4,Q14.5_5,Q14.5_6,Q14.5_7,Q14.5_8,Q14.5_9,Q14.5_10,Q15.1,Cluster_3
826,2, ,2,1,3,6,1,2,2,2,1,2,1,1,2,17,11,15,14,16,15,14,13,2,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3
13886,1, ,2,1,3,6,1,2,2,1,1,2,1,2,2,8,24,-50,48,30,50,-40,10,2,2,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,2
2881,2, ,2,1,3,6,1,1,2,1,1,1,1,2,2,-40,20,-20,20,10,10,-10,-10,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,3
880,2, ,3,2,3,4,4,2,1,2,2,2,2,2,2,4,3,8,3,-2,-12,2,11,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3
791,2, ,2,1,3,4,1,1,2,2,1,1,1,1,2,4,46,-7,46,33,46,17,3,3,3,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,5,2
3985,2, ,4,3,6,5,4,2,2,2,2,2,1,1,2,2,28,-49,16,43,28,-32,-26,2,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,2
1277,2, ,2,1,3,6,1,2,1,2,1,1,1,2,2,45,31,3,13,-3,25,18,16,3,4,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,3
1048,2, ,3,1,5,5,3,1,1,1,1,1,1,1,2,29,-35,32,8,-31,-16,12,16,1,4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3
742,2, ,2,1,3,6,1,2,2,2,2,2,1,2,2,-12,38,-26,39,40,4,38,-25,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2
1055,2, ,5,3,6,5,5,2,1,1,1,1,1,1,2,16,-23,10,40,10,18,28,-22,3,3,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,3
1141,1, ,3,3,5,5,3,1,1,1,1,1,1,1,2,30,-30,47,31,30,33,24,28,1,4,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,3
1891,2, ,2,2,3,4,2,1,2,2,1,1,1,1,2,29,29,30,50,38,50,1,1,3,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1
1352,2, ,2,1,3,4,1,2,1,1,1,2,1,1,2,14,23,25,1,28,20,24,9,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3
884,2, ,2,1,2,6,1,2,1,1,1,1,1,1,2,46,-19,31,-20,-22,30,-3,36,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3
401,2, ,2,1,3,4,3,2,1,1,1,1,1,1,2,30,21,20,25,33,31,27,27,2,4,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1
905,1, ,3,2,6,4,4,2,2,1,1,2,1,2,2,40,42,50,40,49,41,49,42,1,5,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1
1628,1, ,3,3,5,5,6,1,2,2,2,1,1,1,2,37,13,14,28,14,18,10,21,2,5,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,3
800,2, ,3,3,5,5,3,2,2,2,2,1,1,1,2,26,21,7,42,29,50,-30,-9,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,2
2195,1, ,3,2,3,4,5,1,2,1,1,1,2,1,2,15,26,18,16,-4,39,34,7,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,3
1222,1, ,4,3,7,5,4,2,2,2,2,1,1,2,2,45,45,41,45,45,45,40,39,1,4,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1
1071,2, ,2,1,3,6,1,1,1,1,1,1,1,2,2,50,28,28,50,1,1,-18,29,2,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3
11677,2, ,2,1,3,6,1,2,1,1,1,1,1,1,2,-11,26,13,34,18,16,16,-21,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3
721,1, ,6,3,5,5,4,2,1,1,1,1,1,1,2,36,-20,17,15,17,16,18,18,2,4,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,3
1159,2, ,2,1,3,4,1,2,2,2,2,2,1,1,2,32,50,-6,50,46,50,7,2,3,4,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,4,2
1003,2, ,2,1,3,6,1,2,1,2,2,2,1,1,2,-39,20,-29,18,37,50,-29,-38,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2
736,1, ,5,1,7,5,5,1,1,1,1,1,1,1,2,14,23,11,14,-15,30,16,-5,1,4,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,3
671,2, ,6,1,5,5,5,2,1,1,1,1,1,2,2,23,22,29,26,31,27,24,35,2,5,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1
910,2, ,2,1,2,4,1,2,2,1,1,1,1,2,2,-19,27,16,20,14,26,-35,17,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,3
1858,2, ,2,1,3,6,1,2,2,1,1,2,1,1,2,-17,14,-17,39,19,17,-17,-16,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3
1031,2, ,3,1,5,4,2,2,2,1,1,1,1,1,2,-2,-12,-14,-13,-8,17,17,17,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3
1621,1, ,4,3,5,5,4,1,1,1,1,1,1,1,2,32,31,38,33,31,27,36,34,2,4,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,7,1
1003,2, ,2,1,3,6,1,2,2,2,2,2,1,2,2,-50,32,-48,45,45,48,-50,32,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,2
1210,2, ,2,2,3,4,1,2,2,1,1,1,1,2,2,32,33,0,33,31,9,-28,0,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3
626,2, ,2,1,2,4,1,2,1,2,1,2,2,1,2,17,10,15,25,7,13,2,13,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,3
7658,1, ,3,2,3,5,2,2,1,2,1,1,1,2,2,38,27,3,33,33,38,17,-30,2,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2
996,2, ,2,1,3,6,1,2,2,1,1,2,1,1,2,-5,28,-11,29,15,28,-14,-18,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2
1390,2, ,2,1,3,6,1,1,2,2,2,2,2,2,2,50,34,29,35,46,50,32,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1
862,1, ,6,1,6,5,3,2,1,1,1,1,1,1,2,5,-9,15,25,14,7,6,6,2,4,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,3
893,1, ,2,1,3,6,1,1,1,1,1,1,1,1,2,15,10,5,14,19,12,1,8,2,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,3
545,2, ,2,1,7,5,7,2,1,2,1,2,2,2,2,-23,7,7,-13,7,24,27,38,1,5,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3
1197,2, ,2,1,3,4,1,2,2,1,1,1,1,1,2,50,50,15,41,22,40,2,13,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1
706,2, ,2,1,2,4,1,2,2,2,2,1,2,2,2,40,34,25,25,28,18,19,37,2,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1
1368,2, ,2,1,3,6,1,1,1,1,1,1,1,2,2,40,15,40,23,44,50,-31,25,2,4,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4808,2, ,2,1,4,6,1,2,2,1,1,1,1,2,2,18,16,43,46,50,34,15,9,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1
2807,2, ,2,1,2,6,1,2,2,1,1,2,1,2,2,-49,50,-47,50,50,50,-50,-48,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,2
1495,2, ,2,2,3,4,1,1,2,1,1,2,1,2,2,-20,50,-50,50,50,50,-10,-11,2,2,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,2
916,2, ,2,1,2,6,1,2,2,1,1,1,1,2,2,-22,16,-15,9,24,30,-16,20,2,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,3
2758,2, ,2,1,5,6,2,1,1,1,1,1,1,1,2,9,32,13,-34,-3,-8,-6,19,3,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,3
832,2, ,2,1,3,4,1,2,2,1,1,1,1,2,2,-50,22,-32,50,36,44,-22,-43,2,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,2
3955,2, ,2,1,3,6,1,2,1,1,1,1,1,2,2,10,30,-10,40,35,35,-39,-20,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2
1024,2, ,2,1,3,4,1,2,2,2,2,1,1,2,2,33,42,46,42,45,46,35,40,1,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
890,2, ,2,1,3,6,1,2,2,2,1,2,1,1,2,22,50,50,50,37,50,-9,50,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1247,2, ,2,1,3,4,1,2,2,1,1,1,1,2,2,27,3,0,23,18,24,-5,-5,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,3
910,2, ,2,1,5,6,1,2,1,1,1,1,1,1,2,-22,11,5,3,50,50,-43,24,3,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,2
1332,2, ,3,3,5,5,3,2,1,1,1,1,1,2,2,0,15,28,50,50,50,-50,11,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2
775,2, ,2,1,3,6,1,2,1,1,1,1,1,1,2,17,7,32,28,28,15,7,17,1,4,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,3
369,2, ,2,1,3,5,1,1,2,1,1,1,1,1,2,10,7,-5,9,-5,-4,14,-5,2,3,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,3
900,3,Attack Helicopter,2,1,3,4,1,2,2,2,2,2,1,2,2,-5,19,-11,11,22,22,-7,-7,2,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,3
2423,1, ,3,1,5,5,3,1,1,1,1,1,1,1,2,29,-15,-12,12,22,18,-18,15,1,4,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,3
1322,2, ,2,1,3,6,3,1,2,2,1,1,1,1,2,19,18,17,17,17,19,19,-15,3,4,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,3
945,2, ,2,1,3,6,4,2,2,1,1,1,1,1,2,1,1,1,19,1,-24,10,1,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3
797,2, ,2,1,2,4,1,2,1,1,2,1,1,1,2,27,46,12,16,48,43,28,20,2,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1
817,2, ,2,1,3,6,1,2,2,1,1,2,1,1,2,29,9,30,21,38,36,-29,-25,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2
399,2, ,2,1,5,5,2,2,2,2,2,2,2,2,2,26,21,19,29,26,28,24,21,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1
528,2, ,2,2,2,4,2,1,1,1,1,1,1,1,2,50,-50,-50,50,50,50,50,-50,2,3,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,2
17039,1, ,2,1,3,4,1,1,1,1,1,1,1,1,2,40,-27,17,23,16,-22,37,40,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3
612,2, ,3,1,7,5,5,2,2,2,2,2,2,2,2,50,50,50,50,50,50,50,50,1,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1143,2, ,2,1,3,6,1,2,1,1,1,1,1,1,2,12,-15,-5,50,34,12,-15,29,3,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3
966,1, ,2,2,3,4,1,1,2,1,1,1,1,1,2,-23,-17,-28,50,50,50,-50,47,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,2
13429,2, ,3,2,5,5,2,2,2,2,1,2,1,2,2,50,12,6,19,21,21,-14,21,2,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,3
574,2, ,2,2,3,4,2,1,2,2,1,1,1,2,2,13,-16,28,21,10,-7,7,27,1,4,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
937,1, ,2,1,3,4,1,1,1,1,1,1,1,1,2,48,10,38,50,45,42,38,22,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2352,2, ,3,1,6,5,2,2,1,1,1,1,1,1,2,-25,15,-13,15,17,18,-27,15,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,3
1029,2, ,2,1,3,4,1,2,2,2,1,2,2,1,2,-12,40,2,50,50,12,-48,-27,2,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,2
3049,2, ,3,1,5,4,4,1,1,1,1,1,1,1,2,-15,50,15,50,50,50,-23,-18,2,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,2
2090,2, ,3,2,2,4,2,2,2,1,1,1,1,1,2,20,18,23,27,-13,16,16,18,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3
723,1, ,2,2,3,4,2,2,2,2,2,2,2,2,2,32,50,-50,50,50,50,-50,-34,1,3,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,7,2
1458,2, ,2,2,3,4,1,2,1,1,1,2,1,1,2,44,-29,25,50,41,29,23,33,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,1
6165,1, ,6,3,5,5,7,1,1,1,1,1,1,1,2,-20,5,-12,-20,-6,-5,-19,-6,1,5,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,9,3
1226,2, ,3,3,5,5,3,2,1,2,1,1,2,2,2,47,-18,8,31,40,46,34,33,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1
1554,2, ,2,2,5,4,1,2,2,1,1,1,1,1,2,12,37,29,50,50,50,-50,-35,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,4,2
1052,2, ,3,2, ,4,1,2,1,1,1,1,1,2,2,2,2,18,32,31,31,9,35,1,4,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3
998,1, ,3,2,5,5,4,2,2,1,1,1,2,1,2,39,43,41,31,42,38,42,31,2,4,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1
5494,2, ,4,3,6,5,6,2,2,2,2,2,2,2,2,36,30,40,35,33,31,40,34,1,5,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1306,2, ,2,2,6,4,2,2,2,2,2,2,2,2,2,-16,50,24,8,50,22,20,-5,2,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2
1430,2, ,2,2,5,5,2,2,2,1,1,2,2,2,2,-40,8,-10,50,14,49,-47,-7,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,2
853,2, ,3,3,6,5,5,2,2,2,2,2,2,2,2,46,48,48,46,31,46,47,49,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
1248,2, ,2,2,3,4,1,1,2,2,1,1,1,1,2,-14,24,9,50,-6,50,42,-3,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,2
3668,2, ,2,2,3,4,1,2,2,2,1,2,1,2,2,31,24,4,28,29,30,1,18,3,3,3,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,5,1
1793,2, ,2,2,3,4,1,2,1,1,1,1,1,2,2,50,-45,50,10,5,-5,-45,50,2,2,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3
20172,1, ,5,3,6,5,7,2,2,1,1,1,1,1,2,40,31,-25,10,40,40,-40,-40,2,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2
434,2, ,3,3,5,5,3,2,1,1,1,1,1,2,2,24,-20,-23,12,29,20,32,40,3,4,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3
1239,2, ,5,2,5,4,5,2,2,1,1,1,1,1,2,11,50,36,50,50,49,-30,-41,2,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2
762,2, ,4,3,6,5,5,2,2,2,1,2,1,1,2,20,35,-18,36,27,46,-23,-5,2,4,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,5,2
730,2, ,3,3,5,5,3,2,1,1,1,1,1,1,2,-11,1,9,12,19,17,5,6,1,4,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,3
548,2, ,4,3,6,5,4,2,2,2,2,2,2,2,2,43,31,39,40,35,42,41,25,2,5,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1
841,2, ,4,2,3,5,3,2,2,1,1,2,2,1,2,6,30,-31,25,8,18,-19,10,3,3,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,3
1301,2, ,2,2,5,5,1,2,1,2,1,1,1,2,2,2,43,47,28,40,31,2,-7,3,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,2
1488,2, ,3,2,5,5,4,2,1,1,2,1,2,1,2,35,34,20,27,19,39,31,35,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
37197,2, ,5,3,5,5,6,1,2,1,1,1,1,1,2,5,25,-14,27,24,23,-25,-12,2,4,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,3
1345,2, ,4,3,5,5,3,2,2,1,1,2,1,2,2,10,44,-5,43,44,43,7,6,2,3,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2
922,2, ,3,3,6,5,3,2,2,1,1,1,1,1,2,50,50,10,50,50,50,40,43,2,4,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1
336,2, ,3,2,3,4,2,1,1,1,2,2,2,1,2,29,36,40,34,12,20,24,41,1,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
682,2, ,4,3,6,5,4,2,2,2,2,2,2,1,2,27,34,-22,47,48,47,11,13,2,4,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,2
1883,2, ,3,2,6,4,2,2,2,1,1,2,1,1,2,21,34,-11,50,49,50,11,15,1,4,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2
6129,2, ,3,3,3,5,3,2,2,1,1,1,2,1,2,2,20,-1,20,34,3,2,13,1,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3
1966,2, ,4,3,5,5,3,1,1,1,1,1,1,1,2,5,20,-50,50,15,15,-20,-15,3,3,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,3
1902,1, ,5,2,3,5,4,2,1,1,1,1,1,1,2,22,10,14,-3,20,45,8,4,1,5,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,3
489,2, ,3,2,5,4,2,2,1,2,1,1,2,1,2,-5,8,8,27,-12,-8,-14,14,2,4,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,3
1670,1, ,3,2,5,4,4,2,2,2,2,1,2,1,2,32,44,30,22,29,39,33,39,1,2,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,1
1356,2, ,3,2,5,4,1,2,2,2,1,1,1,2,2,32,3,48,50,37,50,16,-15,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2
1468,1, ,4,3,7,5,7,2,1,1,1,1,1,1,2,23,24,11,40,41,15,35,18,1,4,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1
1052,1, ,3,2,5,5,5,2,2,1,1,1,2,2,2,27,-11,50,50,50,37,31,17,2,4,3,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1
751,2, ,2,2,3,4,1,2,1,1,1,1,1,2,2,15,29,20,34,29,23,-24,-22,1,3,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2
745,1, ,3,3,7,5,7,2,1,1,1,1,1,1,2,22,17,30,13,25,42,14,9,1,4,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1
916,1, ,2,3,5,5,6,1,1,2,1,1,1,2,2,50,-24,35,39,21,30,-16,39,1,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1124,1, ,3,3,5,5,4,2,2,2,1,1,1,2,2,36,4,9,18,14,36,-4,31,2,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,3
866,2, ,2,2,3,4,1,1,1,1,1,1,1,2,2,5,29,-20,20,30,30,10,-25,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2
940,1, ,4,3,5,5,6,2,1,1,1,1,1,2,2,35,-27,16,37,33,34,35,41,1,4,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3
1285,1, ,5,3,5,5,6,2,2,2,1,1,2,1,2,36,37,34,36,29,29,26,25,1,4,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
410,1, ,3,1,5,5,3,2,2,2,2,2,2,2,2,41,38,22,40,50,42,37,40,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
576,2, ,6,1,5,5,4,2,1,1,1,1,1,1,2,50,-25,36,49,35,50,42,39,1,4,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
618,1, ,3,1,3,5,6,2,1,1,1,1,1,1,2,20,22,22,42,34,10,11,15,2,4,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,1
767,2, ,4, ,7,5,7,1,2,1,1,2,2,2,2,35,26,34,33,32,36,27,24,2,5,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1
568,1, ,3,1,5,5,4,2,2,2,1,2,1,2,2,-13,-13,-22,-20,-18,10,7,18,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,3
1134,2, ,5,3,6,5,4,2,1,2,2,2,2,2,2,39,24,46,50,49,47,12,43,2,3,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,1
657,2, ,5,1,5,5, ,1,1,1,2,1,1,1,2,34,21,27,23,35,23,21,32,1,5,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
351,1, ,3,1,3,5,3,2,2,2,2,2,2,2,2,28,33,38,34,34,36,28,37,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1
733,1, ,5,3,7,5,4,2,2,1,1,1,1,2,2,23,7,-8,5,-6,10,8,11,2,4,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,3
1042,2, ,3,3,6,5,3,2,2,2,1,2,1,1,2,45,49,21,49,40,44,-13,-10,1,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2
678,2, ,4,3,6,5,6,2,1,2,1,1,2,2,2,50,30,50,50,50,50,50,50,2,5,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
1630,2, ,3,3,6,5,3,2,1,2,1,2,1,1,2,29,23,26,19,26,30,26,22,1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,1
1499,1, ,6,3,6,5,4,1,1,1,1,1,1,1,2,10,46,22,37,47,46,-26,-5,2,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2
832,1, ,4,3,5,5,7,2,1,1,1,1,1,1,2,43,-5,42,5,10,4,40,35,2,4,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3
4566,2, ,5,2,3,4,3,2,2,1,2,1,1,2,2,11,21,20,40,50,49,21,31,2,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,1
522,2, ,2,1,5,5,2,2,2,2,2,2,2,2,2,46,46,46,44,45,47,45,45,3,2,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
375,2, ,3,3,5,5,5,1,1,1,1,1,1,1,2,38,41,43,29,33,37,46,39,2,3,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
1037,2, ,3,1,5,5,5,2,1,1,1,1,1,2,2,45,37,46,43,44,41,45,42,1,4,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
885,1, ,5,3,5,5,3,1,2,1,1,1,1,1,2,-33,-36,10,42,47,44,5,25,1,4,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,3
2033,2, ,2,2,3,4,1,2,1,2,2,2,2,1,2,-1,50,24,50,50,50,-3,-50,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2
557,2, ,4,1,5,5,5,2,2,2,2,2,2,2,2,37,39,43,49,43,50,42,36,1,5,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
1250,2, ,4,2,3,4,5,1,1,1,1,1,1,1,2,-26,50,14,50,50,50,28,50,2,4,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,2
641,2, ,3,2,6,5,2,1,2,1,2,1,1,1,2,34,20,10,21,26,15,9,15,2,4,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,5,3
567,2, ,2,1,5,5,4,2,1,2,1,1,1,2,2,32,-14,16,14,35,18,35,37,2,4,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3
802,2, ,3,3,5,5,4,2,2,1,1,1,2,2,2,-23,50,26,50,50,50,11,-47,3,4,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,5,2
